account_id,industry,company_size,region,contract_type,subscription_plan,account_age_months,monthly_recurring_revenue,seat_count,seats_used_percent,weekly_active_users,feature_adoption_rate,avg_session_minutes,admin_logins_last_30d,onboarding_completion_percent,days_since_last_login,support_tickets_last_90d,nps_score,nps_band,account_health_score,health_band,churn_flag,renewal_probability,expansion_revenue,usage_band,revenue_band,login_recency_band
2911,software,mid_market,North America,annual,business,13,1255.73,53,45.93,8,8.67,15.46,4,48.37,8,3,23.0,passive,0.31,low_health,0,71.78,175.4,low_usage,high_mrr,warming_8_30d
2912,software,mid_market,Europe,annual,business,22,960.51,36,57.18,13,35.39,19.37,3,40.12,5,2,44.0,passive,0.472,medium_health,0,63.89,187.26,medium_usage,high_mrr,active_0_7d
2913,retail,mid_market,UK,annual,growth,11,226.8,12,88.56,2,32.17,14.52,2,41.63,2,2,19.0,passive,0.554,medium_health,0,72.24,62.93,low_usage,mid_mrr,active_0_7d
2914,other,small,Europe,monthly,growth,2,164.99,7,48.53,1,20.22,16.51,3,32.84,6,1,8.0,passive,0.323,low_health,0,59.86,62.43,low_usage,mid_mrr,active_0_7d
2915,software,small,Europe,monthly,growth,4,157.69,7,58.38,1,0.0,5.16,1,59.91,6,2,23.0,passive,0.344,medium_health,0,56.43,56.77,low_usage,mid_mrr,active_0_7d
2916,retail,small,North America,monthly,growth,5,115.89,9,66.21,2,30.28,23.13,1,35.39,7,1,36.0,passive,0.458,medium_health,1,59.34,2.6,low_usage,mid_mrr,active_0_7d
2917,retail,small,UK,annual,growth,1,226.38,18,70.2,5,35.9,16.89,2,47.37,5,4,-4.0,detractor,0.506,medium_health,0,58.79,18.9,medium_usage,mid_mrr,active_0_7d
2918,education,mid_market,North America,annual,starter,22,113.01,3,44.71,0,11.91,17.6,1,48.76,0,1,9.0,passive,0.319,low_health,0,77.78,11.52,low_usage,mid_mrr,active_0_7d
2919,finance,small,UK,monthly,growth,8,138.12,21,90.07,5,18.42,23.87,1,39.69,5,3,52.0,promoter,0.508,medium_health,0,57.44,37.74,low_usage,mid_mrr,active_0_7d
2920,finance,small,Europe,monthly,growth,2,144.71,19,76.43,4,44.2,17.71,5,37.23,0,4,29.0,passive,0.567,medium_health,1,60.82,19.14,medium_usage,mid_mrr,active_0_7d
2921,finance,small,UK,annual,growth,31,174.05,16,87.72,5,30.02,22.25,1,79.96,21,2,55.0,promoter,0.657,medium_health,0,91.75,99.29,low_usage,mid_mrr,warming_8_30d
2922,retail,small,APAC,annual,starter,21,47.78,7,32.16,1,16.88,16.73,3,39.75,4,2,,,0.287,low_health,1,68.22,3.9,low_usage,low_mrr,active_0_7d
2923,education,mid_market,APAC,monthly,growth,11,318.69,18,48.05,4,27.62,18.74,2,79.44,2,1,,,0.514,medium_health,0,69.37,14.93,low_usage,mid_mrr,active_0_7d
2924,software,mid_market,Europe,monthly,growth,5,476.04,15,78.72,5,17.24,15.1,3,50.69,15,2,63.0,promoter,0.493,medium_health,0,66.73,39.25,low_usage,mid_mrr,warming_8_30d
2925,finance,small,Europe,annual,starter,3,29.83,4,56.46,0,35.53,20.16,0,40.93,57,1,14.0,passive,0.412,medium_health,0,67.67,7.88,medium_usage,low_mrr,inactive_31_90d
2926,other,mid_market,North America,annual,starter,11,69.56,7,75.3,2,45.09,17.95,4,80.86,41,1,26.0,passive,0.654,medium_health,0,71.87,25.78,medium_usage,low_mrr,inactive_31_90d
2927,education,mid_market,APAC,monthly,growth,39,430.24,18,53.44,5,24.92,26.04,3,47.21,12,1,45.0,passive,0.423,medium_health,1,77.04,6.17,low_usage,mid_mrr,warming_8_30d
2928,other,small,Europe,monthly,starter,4,114.13,6,65.94,1,6.62,10.19,1,39.34,7,1,26.0,passive,0.347,medium_health,0,51.05,13.11,low_usage,mid_mrr,active_0_7d
2929,education,small,North America,monthly,starter,15,66.59,6,87.34,1,41.41,14.53,6,52.58,4,1,13.0,passive,0.619,medium_health,0,71.52,14.67,medium_usage,low_mrr,active_0_7d
2930,finance,enterprise,Europe,monthly,enterprise,59,11521.7,113,93.01,54,68.67,17.02,6,82.52,5,1,64.0,promoter,0.888,high_health,0,69.12,4258.6,medium_usage,enterprise_mrr,active_0_7d
2931,healthcare,small,North America,annual,growth,18,127.99,11,73.18,3,33.36,24.05,1,59.2,1,3,21.0,passive,0.557,medium_health,0,93.02,28.21,low_usage,mid_mrr,active_0_7d
2932,retail,small,Europe,monthly,starter,10,39.21,8,73.32,2,29.0,21.21,2,58.87,14,1,43.0,passive,0.541,medium_health,0,61.09,6.32,low_usage,low_mrr,warming_8_30d
2933,software,small,Europe,annual,growth,23,174.82,16,55.58,3,3.33,6.22,3,45.79,41,4,38.0,passive,0.295,low_health,0,60.12,7.3,low_usage,mid_mrr,inactive_31_90d
2934,,mid_market,North America,annual,starter,31,150.51,6,77.77,1,32.25,10.78,5,83.15,19,0,19.0,passive,0.619,medium_health,0,87.52,61.12,low_usage,mid_mrr,warming_8_30d
2935,retail,mid_market,North America,monthly,starter,16,68.12,10,57.73,3,21.33,12.74,3,79.22,14,1,54.0,promoter,0.514,medium_health,0,67.62,5.56,low_usage,low_mrr,warming_8_30d
2936,software,mid_market,Other,monthly,business,37,814.68,31,59.77,7,30.82,22.56,4,42.65,6,1,44.0,passive,0.465,medium_health,0,49.55,221.7,low_usage,high_mrr,active_0_7d
2937,education,small,UK,monthly,growth,13,147.6,13,87.95,3,38.42,24.13,5,57.28,9,1,60.0,promoter,0.649,medium_health,0,74.78,15.42,medium_usage,mid_mrr,warming_8_30d
2938,healthcare,enterprise,APAC,monthly,enterprise,32,4731.09,104,30.03,36,35.08,16.11,5,63.88,45,3,33.0,passive,0.404,medium_health,0,72.54,1147.24,medium_usage,enterprise_mrr,inactive_31_90d
2939,other,small,North America,monthly,starter,55,40.25,9,33.05,1,12.89,1.37,1,35.56,25,2,12.0,passive,0.23,low_health,0,56.44,6.58,low_usage,low_mrr,warming_8_30d
2940,software,small,UK,annual,growth,13,200.14,11,61.9,4,4.49,6.13,5,75.0,1,1,39.0,passive,0.435,medium_health,0,69.39,36.03,low_usage,mid_mrr,active_0_7d
2941,software,small,Europe,annual,starter,17,57.75,8,54.04,2,19.9,25.05,2,68.44,3,1,52.0,promoter,0.472,medium_health,0,74.6,8.0,low_usage,low_mrr,active_0_7d
2942,retail,small,North America,annual,starter,17,64.8,3,81.92,1,33.86,26.52,8,65.79,8,0,63.0,promoter,0.632,medium_health,1,87.28,1.55,low_usage,low_mrr,warming_8_30d
2943,finance,mid_market,North America,annual,starter,27,121.29,4,73.7,1,12.11,26.63,2,55.3,29,4,10.0,passive,0.417,medium_health,0,90.4,54.82,low_usage,mid_mrr,warming_8_30d
2944,retail,enterprise,North America,annual,enterprise,31,4419.91,119,60.13,32,49.71,17.17,4,51.31,37,1,30.0,passive,0.548,medium_health,0,76.63,1106.65,medium_usage,enterprise_mrr,inactive_31_90d
2945,education,small,North America,annual,starter,0,56.82,9,39.95,0,0.01,1.0,2,24.12,8,1,20.0,passive,0.178,low_health,1,63.05,0.23,low_usage,low_mrr,warming_8_30d
2946,software,mid_market,Other,monthly,starter,24,77.25,3,85.82,1,36.26,22.56,6,67.74,3,0,34.0,passive,0.646,medium_health,0,81.69,19.69,medium_usage,low_mrr,active_0_7d
2947,healthcare,mid_market,North America,annual,business,28,787.06,44,93.03,15,56.57,15.19,3,48.88,2,5,18.0,passive,0.707,high_health,0,83.69,182.95,medium_usage,high_mrr,active_0_7d
2948,healthcare,enterprise,Europe,monthly,growth,22,518.37,15,47.89,5,45.78,28.37,5,61.74,1,2,28.0,passive,0.542,medium_health,0,78.73,180.34,medium_usage,high_mrr,active_0_7d
2949,finance,small,Europe,monthly,starter,23,39.57,13,45.92,0,33.14,17.03,2,26.38,3,2,,,0.382,medium_health,1,56.89,3.21,low_usage,low_mrr,active_0_7d
2950,other,small,North America,monthly,starter,1,50.58,4,53.89,0,34.02,15.61,1,13.52,2,5,4.0,passive,0.355,medium_health,0,56.46,10.08,low_usage,low_mrr,active_0_7d
2951,education,small,Europe,annual,starter,11,41.75,7,80.37,1,33.46,13.48,0,36.37,12,2,49.0,passive,0.531,medium_health,0,67.14,10.61,low_usage,low_mrr,warming_8_30d
2952,retail,mid_market,North America,annual,business,31,644.4,47,62.12,9,26.71,26.43,2,30.23,21,1,36.0,passive,0.402,medium_health,0,61.74,86.02,low_usage,high_mrr,warming_8_30d
2953,retail,small,UK,annual,growth,49,221.89,15,83.84,7,35.65,17.9,4,90.62,4,0,47.0,passive,0.708,high_health,0,81.79,31.11,medium_usage,mid_mrr,active_0_7d
2954,healthcare,small,North America,annual,starter,5,46.99,4,80.24,1,33.78,7.33,3,77.26,12,0,,,0.634,medium_health,0,82.02,22.86,low_usage,low_mrr,warming_8_30d
2955,other,small,Europe,monthly,starter,16,40.73,7,48.66,1,21.56,17.01,5,38.09,35,3,12.0,passive,0.325,low_health,1,46.04,3.08,low_usage,low_mrr,inactive_31_90d
2956,retail,small,UK,annual,growth,29,102.01,15,48.57,3,0.0,22.47,3,30.06,43,1,23.0,passive,0.199,low_health,0,64.88,16.87,low_usage,mid_mrr,inactive_31_90d
2957,retail,mid_market,APAC,annual,growth,25,170.24,18,71.96,5,42.62,28.46,7,42.93,6,1,44.0,passive,0.565,medium_health,0,67.56,56.51,medium_usage,mid_mrr,active_0_7d
2958,other,mid_market,APAC,annual,business,17,812.16,35,49.51,9,34.28,7.84,4,49.94,21,1,11.0,passive,0.432,medium_health,1,73.36,32.42,low_usage,high_mrr,warming_8_30d
2959,software,mid_market,Europe,monthly,growth,0,202.36,14,54.94,1,0.58,21.47,2,55.5,1,5,,,0.309,low_health,0,68.81,2.38,low_usage,mid_mrr,active_0_7d
2960,education,mid_market,Europe,monthly,growth,23,420.57,12,31.69,1,32.07,13.27,2,27.42,16,3,,,0.318,low_health,0,56.99,50.34,low_usage,mid_mrr,warming_8_30d
2961,software,small,Europe,annual,business,27,403.14,45,76.39,19,30.09,24.17,3,65.17,13,0,29.0,passive,0.566,medium_health,1,84.18,1.02,low_usage,mid_mrr,warming_8_30d
2962,finance,small,UK,monthly,growth,23,257.08,14,43.38,2,51.44,7.19,2,46.77,13,2,27.0,passive,0.503,medium_health,0,57.72,29.57,medium_usage,mid_mrr,warming_8_30d
2963,finance,small,APAC,annual,starter,26,52.98,9,40.81,2,41.72,13.73,5,65.68,3,0,,,0.5,medium_health,0,78.48,15.95,medium_usage,low_mrr,active_0_7d
2964,other,small,North America,monthly,starter,10,38.0,5,72.08,0,26.82,17.39,3,50.27,21,2,47.0,passive,0.5,medium_health,0,61.16,2.33,low_usage,low_mrr,warming_8_30d
2965,other,small,Europe,annual,starter,84,25.38,6,82.15,2,34.41,19.59,2,69.55,4,2,61.0,promoter,0.648,medium_health,0,87.78,6.82,low_usage,low_mrr,active_0_7d
2966,retail,mid_market,UK,monthly,growth,27,434.72,15,95.26,5,47.53,19.7,7,58.64,33,2,32.0,passive,0.684,high_health,1,71.44,5.58,medium_usage,mid_mrr,inactive_31_90d
2967,retail,mid_market,Europe,annual,enterprise,16,1675.56,136,84.42,39,46.67,17.94,10,61.34,1,3,50.0,passive,0.687,high_health,0,79.16,841.33,medium_usage,enterprise_mrr,active_0_7d
2968,healthcare,mid_market,North America,monthly,business,49,760.95,42,55.01,8,28.68,17.47,5,56.97,18,0,,,0.458,medium_health,0,61.74,116.33,low_usage,high_mrr,warming_8_30d
2969,other,small,Europe,annual,starter,43,88.04,10,79.28,4,38.94,19.05,6,68.81,7,2,54.0,promoter,0.65,medium_health,0,96.87,13.12,medium_usage,low_mrr,active_0_7d
2970,healthcare,small,Europe,monthly,starter,30,60.68,9,96.83,3,64.48,13.24,1,59.03,6,0,47.0,passive,0.804,high_health,1,69.81,0.06,medium_usage,low_mrr,active_0_7d
2971,finance,small,Other,annual,growth,15,170.78,12,84.27,3,22.0,13.69,3,55.53,6,0,22.0,passive,0.528,medium_health,1,76.4,2.43,low_usage,mid_mrr,active_0_7d
2972,software,mid_market,Europe,annual,growth,13,456.19,17,45.46,4,37.09,20.88,4,56.2,7,2,45.0,passive,0.483,medium_health,0,75.47,44.6,medium_usage,mid_mrr,active_0_7d
2973,education,small,North America,monthly,growth,7,204.67,17,30.63,1,9.26,13.02,2,42.55,5,3,,,0.248,low_health,0,50.04,50.87,low_usage,mid_mrr,active_0_7d
2974,retail,small,North America,annual,growth,5,259.12,11,66.12,2,8.14,19.25,4,37.35,31,4,16.0,passive,0.324,low_health,0,56.64,97.24,low_usage,mid_mrr,inactive_31_90d
2975,finance,small,North America,monthly,growth,13,120.68,13,93.4,3,48.17,17.18,3,76.76,15,3,14.0,passive,0.732,high_health,1,71.69,16.03,medium_usage,mid_mrr,warming_8_30d
2976,software,small,Europe,monthly,growth,16,130.6,11,84.69,4,48.46,16.58,3,60.62,18,3,34.0,passive,0.67,high_health,0,79.17,28.12,medium_usage,mid_mrr,warming_8_30d
2977,education,small,Europe,monthly,growth,5,107.89,11,55.95,2,37.22,22.06,4,51.87,4,0,32.0,passive,0.502,medium_health,1,77.02,1.5,medium_usage,mid_mrr,active_0_7d
2978,software,mid_market,North America,annual,enterprise,46,2609.96,117,54.13,35,37.16,25.01,3,49.2,3,1,,,0.489,medium_health,0,74.99,981.6,medium_usage,enterprise_mrr,active_0_7d
2979,retail,mid_market,UK,monthly,growth,15,312.97,11,51.75,2,17.09,15.08,3,35.05,10,2,,,0.323,low_health,0,46.5,65.5,low_usage,mid_mrr,warming_8_30d
2980,other,small,UK,monthly,business,13,215.88,32,75.47,9,45.66,24.06,8,59.47,18,0,,,0.625,medium_health,0,71.52,46.13,medium_usage,mid_mrr,warming_8_30d
2981,finance,mid_market,North America,annual,starter,10,85.75,5,84.07,1,32.24,19.09,1,45.34,62,2,-5.0,detractor,0.487,medium_health,0,84.35,33.95,low_usage,low_mrr,inactive_31_90d
2982,software,mid_market,North America,annual,growth,1,542.45,17,87.0,7,54.92,15.9,5,41.88,7,4,,,0.666,high_health,0,76.35,54.25,medium_usage,high_mrr,active_0_7d
2983,retail,mid_market,Other,monthly,starter,39,117.42,9,80.0,2,32.51,18.78,1,43.84,31,2,27.0,passive,0.516,medium_health,0,56.9,24.72,low_usage,mid_mrr,inactive_31_90d
2984,education,small,North America,annual,growth,7,191.39,12,69.22,4,44.69,21.16,2,67.64,39,4,6.0,passive,0.582,medium_health,0,74.44,22.95,medium_usage,mid_mrr,inactive_31_90d
2985,healthcare,small,UK,annual,starter,19,46.98,4,47.74,1,43.01,17.98,2,44.35,0,2,12.0,passive,0.47,medium_health,0,67.85,3.52,medium_usage,low_mrr,active_0_7d
2986,other,mid_market,Europe,monthly,business,17,453.47,35,89.02,13,39.39,30.65,2,73.82,17,1,41.0,passive,0.683,high_health,1,80.8,30.48,medium_usage,mid_mrr,warming_8_30d
2987,software,small,UK,annual,growth,16,142.44,17,93.39,6,57.57,26.26,4,61.01,7,1,,,0.757,high_health,0,80.41,11.82,medium_usage,mid_mrr,active_0_7d
2988,healthcare,enterprise,UK,monthly,starter,13,352.78,6,79.39,1,32.35,21.82,5,41.33,14,1,32.0,passive,0.522,medium_health,0,75.46,160.11,low_usage,mid_mrr,warming_8_30d
2989,retail,mid_market,Europe,annual,business,4,579.65,36,85.87,9,43.16,12.83,2,43.22,11,1,50.0,passive,0.617,medium_health,0,72.95,131.11,medium_usage,high_mrr,warming_8_30d
2990,other,mid_market,APAC,monthly,business,6,1140.11,34,52.77,7,39.43,31.25,4,25.49,35,5,10.0,passive,0.389,medium_health,0,63.54,216.28,medium_usage,high_mrr,inactive_31_90d
2991,software,small,APAC,annual,growth,13,82.13,20,96.49,4,27.74,10.32,4,50.04,3,2,,,0.605,medium_health,0,72.73,18.04,low_usage,low_mrr,active_0_7d
2992,education,small,Europe,monthly,starter,28,49.35,10,57.56,2,21.7,14.04,4,50.77,18,7,13.0,passive,0.405,medium_health,1,74.89,0.7,low_usage,low_mrr,warming_8_30d
2993,healthcare,small,North America,annual,growth,10,180.28,15,39.22,2,31.35,11.83,4,36.66,5,1,34.0,passive,0.374,medium_health,0,71.29,36.82,low_usage,mid_mrr,active_0_7d
2994,finance,small,Europe,monthly,growth,4,133.58,19,66.12,4,45.86,14.55,1,55.84,30,1,43.0,passive,0.577,medium_health,1,90.62,1.81,medium_usage,mid_mrr,warming_8_30d
2995,software,small,UK,monthly,starter,2,116.42,7,78.02,1,1.9,9.3,4,35.55,37,3,,,0.321,low_health,1,59.52,7.58,low_usage,mid_mrr,inactive_31_90d
2996,other,small,Europe,monthly,starter,20,41.23,2,75.25,1,28.36,7.77,6,43.97,4,2,56.0,promoter,0.52,medium_health,1,59.3,1.79,low_usage,low_mrr,active_0_7d
2997,software,small,North America,annual,starter,10,40.02,4,43.81,0,23.09,21.62,2,32.0,8,4,18.0,passive,0.324,low_health,0,69.12,7.98,low_usage,low_mrr,warming_8_30d
2998,finance,enterprise,North America,monthly,enterprise,2,6445.17,109,69.07,44,42.51,16.55,4,65.84,11,0,,,0.6,medium_health,0,67.79,754.53,medium_usage,enterprise_mrr,warming_8_30d
2999,finance,small,UK,monthly,starter,20,37.62,6,47.4,1,31.63,4.22,3,48.22,1,3,13.0,passive,0.424,medium_health,0,73.4,3.96,low_usage,low_mrr,active_0_7d
3000,other,enterprise,North America,monthly,growth,4,449.85,14,82.99,5,37.48,16.74,3,58.41,11,3,19.0,passive,0.6,medium_health,0,48.08,157.27,medium_usage,mid_mrr,warming_8_30d
3001,retail,enterprise,Europe,annual,enterprise,13,4086.03,112,55.8,22,20.0,19.35,2,66.22,15,3,,,0.441,medium_health,0,78.39,506.88,low_usage,enterprise_mrr,warming_8_30d
3002,education,small,UK,monthly,starter,7,63.89,7,60.86,0,0.0,3.56,3,65.62,46,1,15.0,passive,0.332,medium_health,0,63.95,5.44,low_usage,low_mrr,inactive_31_90d
3003,software,mid_market,Europe,annual,enterprise,48,2372.75,130,41.2,35,44.93,24.09,6,33.22,6,1,19.0,passive,0.426,medium_health,0,64.02,635.46,medium_usage,enterprise_mrr,active_0_7d
3004,,small,North America,monthly,starter,5,88.9,2,60.14,0,20.07,17.22,3,54.45,5,4,20.0,passive,0.431,medium_health,0,76.63,12.88,low_usage,low_mrr,active_0_7d
3005,healthcare,mid_market,North America,monthly,growth,10,280.89,12,68.57,5,24.45,14.52,2,44.93,11,2,57.0,promoter,0.476,medium_health,1,69.78,7.24,low_usage,mid_mrr,warming_8_30d
3006,education,small,North America,monthly,starter,58,62.83,6,65.29,2,28.09,20.07,3,54.83,26,2,42.0,passive,0.488,medium_health,0,71.84,6.1,low_usage,low_mrr,warming_8_30d
3007,,small,North America,annual,business,7,477.11,28,51.52,4,30.13,24.33,2,27.04,15,0,42.0,passive,0.382,medium_health,0,54.45,41.07,low_usage,mid_mrr,warming_8_30d
3008,software,small,Europe,monthly,growth,19,127.01,21,87.08,5,28.05,17.38,5,33.1,32,3,11.0,passive,0.477,medium_health,0,55.94,27.67,low_usage,mid_mrr,inactive_31_90d
3009,retail,small,Europe,monthly,business,7,293.35,42,72.86,8,33.91,14.33,3,38.17,3,0,24.0,passive,0.501,medium_health,0,80.68,98.06,low_usage,mid_mrr,active_0_7d
3010,software,small,North America,monthly,growth,2,81.27,18,91.42,6,33.98,15.8,1,53.26,27,2,26.0,passive,0.591,medium_health,0,72.57,42.07,low_usage,low_mrr,warming_8_30d
3011,healthcare,small,North America,annual,starter,18,59.47,4,68.34,1,42.02,28.94,5,29.96,13,3,38.0,passive,0.504,medium_health,1,84.41,0.63,medium_usage,low_mrr,warming_8_30d
3012,,small,North America,monthly,starter,45,74.53,5,77.0,1,59.54,16.34,2,43.88,5,1,8.0,passive,0.643,medium_health,1,57.51,1.8,medium_usage,low_mrr,active_0_7d
3013,finance,small,Other,annual,starter,11,28.09,8,64.09,1,29.61,14.02,4,36.66,2,1,49.0,passive,0.464,medium_health,0,64.13,13.75,low_usage,low_mrr,active_0_7d
3014,finance,small,Europe,monthly,growth,18,130.88,17,47.86,1,23.82,19.66,1,50.3,1,3,-6.0,detractor,0.38,medium_health,1,62.81,7.85,low_usage,mid_mrr,active_0_7d
3015,retail,small,APAC,monthly,business,17,315.94,40,81.52,7,35.35,20.9,2,40.14,18,2,0.0,detractor,0.516,medium_health,0,68.08,37.04,medium_usage,mid_mrr,warming_8_30d
3016,finance,small,APAC,monthly,starter,10,59.43,6,63.24,1,23.33,8.96,4,49.63,48,1,,,0.406,medium_health,1,66.43,3.93,low_usage,low_mrr,inactive_31_90d
3017,retail,small,Europe,annual,growth,17,132.81,18,37.9,5,41.8,18.24,1,17.42,21,2,,,0.346,medium_health,1,64.56,0.76,medium_usage,mid_mrr,warming_8_30d
3018,finance,mid_market,UK,annual,enterprise,5,4194.7,123,87.08,53,39.94,16.58,7,61.53,19,2,,,0.623,medium_health,0,95.97,1159.12,medium_usage,enterprise_mrr,warming_8_30d
3019,software,small,North America,monthly,starter,9,42.83,8,89.61,3,63.71,26.95,5,66.42,3,1,13.0,passive,0.774,high_health,0,82.31,2.72,medium_usage,low_mrr,active_0_7d
3020,education,mid_market,UK,annual,business,11,569.46,37,46.69,8,54.31,10.69,3,52.22,6,2,43.0,passive,0.559,medium_health,0,76.63,270.08,medium_usage,high_mrr,active_0_7d
3021,finance,small,North America,monthly,starter,36,41.58,5,74.26,2,28.26,22.78,3,43.62,25,0,,,0.48,medium_health,0,64.33,5.07,low_usage,low_mrr,warming_8_30d
3022,finance,mid_market,APAC,annual,business,8,774.26,35,53.7,7,41.93,5.8,5,61.98,11,3,,,0.521,medium_health,1,78.0,38.48,medium_usage,high_mrr,warming_8_30d
3023,retail,small,North America,monthly,starter,18,58.91,7,45.95,1,7.3,17.32,0,46.17,0,0,19.0,passive,0.301,low_health,1,59.46,1.59,low_usage,low_mrr,active_0_7d
3024,finance,small,UK,monthly,starter,4,43.0,8,57.59,2,41.08,20.95,5,59.19,5,0,,,0.536,medium_health,0,65.88,15.9,medium_usage,low_mrr,active_0_7d
3025,software,small,North America,annual,starter,5,57.16,4,71.86,1,20.83,11.86,5,55.65,34,1,40.0,passive,0.47,medium_health,1,74.07,0.39,low_usage,low_mrr,inactive_31_90d
3026,finance,small,APAC,annual,business,19,302.56,36,79.81,10,45.65,25.03,3,33.79,24,3,,,0.566,medium_health,1,72.12,39.39,medium_usage,mid_mrr,warming_8_30d
3027,other,small,North America,monthly,growth,26,134.4,14,81.2,2,37.6,16.5,1,60.13,3,0,48.0,passive,0.625,medium_health,0,70.26,38.52,medium_usage,mid_mrr,active_0_7d
3028,retail,small,Europe,monthly,starter,11,37.23,6,87.69,2,47.39,5.66,3,50.07,4,2,48.0,passive,0.667,high_health,0,76.27,10.06,medium_usage,low_mrr,active_0_7d
3029,retail,enterprise,Europe,monthly,enterprise,7,4461.28,113,59.81,24,12.23,17.5,2,47.14,49,2,9.0,passive,0.33,low_health,0,59.02,359.34,low_usage,enterprise_mrr,inactive_31_90d
3030,retail,small,North America,annual,growth,43,232.79,11,62.49,3,37.86,12.66,5,47.81,8,3,11.0,passive,0.499,medium_health,0,75.41,20.77,medium_usage,mid_mrr,warming_8_30d
3031,software,small,Europe,monthly,growth,3,116.01,14,63.6,3,34.42,22.95,4,35.72,2,3,,,0.464,medium_health,1,66.9,11.2,low_usage,mid_mrr,active_0_7d
3032,finance,mid_market,Other,annual,starter,23,95.45,4,62.68,1,10.8,23.56,4,35.69,12,6,2.0,passive,0.325,low_health,1,66.68,2.32,low_usage,low_mrr,warming_8_30d
3033,education,small,North America,monthly,starter,21,70.63,6,43.47,0,28.71,11.06,2,58.38,12,4,1.0,passive,0.408,medium_health,0,65.83,7.12,low_usage,low_mrr,warming_8_30d
3034,software,mid_market,APAC,monthly,business,21,1141.3,40,55.07,10,62.96,13.49,7,51.78,50,1,29.0,passive,0.585,medium_health,0,56.81,356.39,medium_usage,high_mrr,inactive_31_90d
3035,software,small,Europe,monthly,starter,49,87.03,6,68.58,2,42.84,19.52,6,82.7,15,0,33.0,passive,0.65,medium_health,1,68.69,0.67,medium_usage,low_mrr,warming_8_30d
3036,,mid_market,APAC,monthly,growth,23,388.15,15,42.81,4,32.29,22.22,3,60.51,9,2,32.0,passive,0.452,medium_health,0,70.13,51.47,low_usage,mid_mrr,warming_8_30d
3037,finance,small,Europe,monthly,starter,6,39.71,4,56.85,1,19.06,11.83,1,62.25,8,1,40.0,passive,0.448,medium_health,0,64.98,8.0,low_usage,low_mrr,warming_8_30d
